Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,island,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,replicate,sample_acc,Sample Name,SRA Study
SRR8504099,AMPLICON,602,PRJNA517736,SAMN10843210,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308112,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,CY,leaf,1.258905 N 103.754918 E,EA_CY_Le_03_ITS1,PAIRED,PCR,GENOMIC,24,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305619,EA_CY_Le_03,SRP182864
SRR8504100,AMPLICON,602,PRJNA517736,SAMN10843211,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308111,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,CY,leaf,1.258905 N 103.754918 E,EA_CY_Le_04_ITS1,PAIRED,PCR,GENOMIC,17,11,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305618,EA_CY_Le_04,SRP182864
SRR8504101,AMPLICON,602,PRJNA517736,SAMN10843412,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308110,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_09_ITS1,PAIRED,PCR,GENOMIC,46,29,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305617,EA_Sem_Soil_09,SRP182864
SRR8504102,AMPLICON,602,PRJNA517736,SAMN10843413,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308109,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_10_ITS1,PAIRED,PCR,GENOMIC,53,35,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305616,EA_Sem_Soil_10,SRP182864
SRR8504103,AMPLICON,602,PRJNA517736,SAMN10843414,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308108,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_01_ITS1,PAIRED,PCR,GENOMIC,19,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305615,EA_Per_Le_01,SRP182864
SRR8504104,AMPLICON,602,PRJNA517736,SAMN10843415,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308107,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_02_ITS1,PAIRED,PCR,GENOMIC,35,23,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305614,EA_Per_Le_02,SRP182864
SRR8504105,AMPLICON,602,PRJNA517736,SAMN10843408,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308106,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_05_ITS1,PAIRED,PCR,GENOMIC,23,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305613,EA_Sem_Soil_05,SRP182864
SRR8504106,AMPLICON,602,PRJNA517736,SAMN10843409,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308105,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_06_ITS1,PAIRED,PCR,GENOMIC,31,21,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305612,EA_Sem_Soil_06,SRP182864
SRR8504107,AMPLICON,602,PRJNA517736,SAMN10843410,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308104,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_07_ITS1,PAIRED,PCR,GENOMIC,52,33,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305611,EA_Sem_Soil_07,SRP182864
SRR8504108,AMPLICON,602,PRJNA517736,SAMN10843411,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308103,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_08_ITS1,PAIRED,PCR,GENOMIC,32,21,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305610,EA_Sem_Soil_08,SRP182864
SRR8504110,AMPLICON,602,PRJNA517736,SAMN10843417,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308101,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_04_ITS1,PAIRED,PCR,GENOMIC,28,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305608,EA_Per_Le_04,SRP182864
SRR8504111,AMPLICON,602,PRJNA517736,SAMN10843373,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308100,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,leaf,1.208273 N 103.756254 E,EA_Sem_Le_01_ITS1,PAIRED,PCR,GENOMIC,2,1,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305607,EA_Sem_Le_01,SRP182864
SRR8504112,AMPLICON,602,PRJNA517736,SAMN10843372,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308099,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,soil,1.331803 N 103.604591 E,EA_MS_Soil_10_ITS1,PAIRED,PCR,GENOMIC,30,19,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305606,EA_MS_Soil_10,SRP182864
SRR8504114,AMPLICON,602,PRJNA517736,SAMN10843374,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308097,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,leaf,1.208273 N 103.756254 E,EA_Sem_Le_02_ITS1,PAIRED,PCR,GENOMIC,3,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305604,EA_Sem_Le_02,SRP182864
SRR8504116,AMPLICON,602,PRJNA517736,SAMN10843368,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308095,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,soil,1.331803 N 103.604591 E,EA_MS_Soil_06_ITS1,PAIRED,PCR,GENOMIC,26,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305602,EA_MS_Soil_06,SRP182864
SRR8504117,AMPLICON,602,PRJNA517736,SAMN10843371,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308094,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,soil,1.331803 N 103.604591 E,EA_MS_Soil_09_ITS1,PAIRED,PCR,GENOMIC,24,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305601,EA_MS_Soil_09,SRP182864
SRR8504118,AMPLICON,602,PRJNA517736,SAMN10843370,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308093,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,soil,1.331803 N 103.604591 E,EA_MS_Soil_08_ITS1,PAIRED,PCR,GENOMIC,30,19,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305600,EA_MS_Soil_08,SRP182864
SRR8504119,AMPLICON,602,PRJNA517736,SAMN10843377,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308092,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,leaf,1.208273 N 103.756254 E,EA_Sem_Le_05_ITS1,PAIRED,PCR,GENOMIC,4,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305599,EA_Sem_Le_05,SRP182864
SRR8504120,AMPLICON,602,PRJNA517736,SAMN10843376,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308091,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,leaf,1.208273 N 103.756254 E,EA_Sem_Le_04_ITS1,PAIRED,PCR,GENOMIC,4,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305598,EA_Sem_Le_04,SRP182864
SRR8504121,AMPLICON,602,PRJNA517736,SAMN10843251,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308090,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_03_ITS1,PAIRED,PCR,GENOMIC,32,22,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305597,EA_Sent_Le_03,SRP182864
SRR8504122,AMPLICON,602,PRJNA517736,SAMN10843250,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308089,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_02_ITS1,PAIRED,PCR,GENOMIC,19,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305596,EA_Sent_Le_02,SRP182864
SRR8504123,AMPLICON,602,PRJNA517736,SAMN10843249,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308088,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_01_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305595,EA_Sent_Le_01,SRP182864
SRR8504124,AMPLICON,602,PRJNA517736,SAMN10843248,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308087,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,CY,soil,1.258905 N 103.754918 E,EA_CY_Soil_10_ITS1,PAIRED,PCR,GENOMIC,43,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305594,EA_CY_Soil_10,SRP182864
SRR8504125,AMPLICON,602,PRJNA517736,SAMN10843255,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308086,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_07_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305593,EA_Sent_Le_07,SRP182864
SRR8504126,AMPLICON,602,PRJNA517736,SAMN10843254,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308085,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_06_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305592,EA_Sent_Le_06,SRP182864
SRR8504127,AMPLICON,602,PRJNA517736,SAMN10843253,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308084,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_05_ITS1,PAIRED,PCR,GENOMIC,13,9,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305591,EA_Sent_Le_05,SRP182864
SRR8504128,AMPLICON,602,PRJNA517736,SAMN10843252,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308083,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_04_ITS1,PAIRED,PCR,GENOMIC,8,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305590,EA_Sent_Le_04,SRP182864
SRR8504129,AMPLICON,602,PRJNA517736,SAMN10843257,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308082,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_09_ITS1,PAIRED,PCR,GENOMIC,18,12,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305589,EA_Sent_Le_09,SRP182864
SRR8504130,AMPLICON,602,PRJNA517736,SAMN10843256,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308081,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_08_ITS1,PAIRED,PCR,GENOMIC,10,7,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305588,EA_Sent_Le_08,SRP182864
SRR8504131,AMPLICON,602,PRJNA517736,SAMN10843421,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308080,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_08_ITS1,PAIRED,PCR,GENOMIC,26,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305587,EA_Per_Le_08,SRP182864
SRR8504132,AMPLICON,602,PRJNA517736,SAMN10843420,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308079,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_07_ITS1,PAIRED,PCR,GENOMIC,39,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305586,EA_Per_Le_07,SRP182864
SRR8504133,AMPLICON,602,PRJNA517736,SAMN10843419,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308078,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_06_ITS1,PAIRED,PCR,GENOMIC,20,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305585,EA_Per_Le_06,SRP182864
SRR8504134,AMPLICON,602,PRJNA517736,SAMN10843418,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308077,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_05_ITS1,PAIRED,PCR,GENOMIC,36,24,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305584,EA_Per_Le_05,SRP182864
SRR8504135,AMPLICON,602,PRJNA517736,SAMN10843425,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308076,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,Rhizome,5.886142 N 102.741075 E,EA_Per_Rh_01_ITS1,PAIRED,PCR,GENOMIC,36,24,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305583,EA_Per_Rh_01,SRP182864
SRR8504136,AMPLICON,602,PRJNA517736,SAMN10843424,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308075,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,BLANK,Blank,5.886142 N 102.741075 E,EA_BLANK_07_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,BLANK,SRS4305582,EA_BLANK_07,SRP182864
SRR8504137,AMPLICON,602,PRJNA517736,SAMN10843423,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308074,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_10_ITS1,PAIRED,PCR,GENOMIC,31,21,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305581,EA_Per_Le_10,SRP182864
SRR8504138,AMPLICON,602,PRJNA517736,SAMN10843422,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308073,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,leaf,5.886142 N 102.741075 E,EA_Per_Le_09_ITS1,PAIRED,PCR,GENOMIC,37,24,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305580,EA_Per_Le_09,SRP182864
SRR8504139,AMPLICON,602,PRJNA517736,SAMN10843303,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308072,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_03_ITS1,PAIRED,PCR,GENOMIC,1,0,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305579,EA_PD_Rh_03,SRP182864
SRR8504141,AMPLICON,602,PRJNA517736,SAMN10843426,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308070,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,Rhizome,5.886142 N 102.741075 E,EA_Per_Rh_02_ITS1,PAIRED,PCR,GENOMIC,38,25,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305577,EA_Per_Rh_02,SRP182864
SRR8504142,AMPLICON,602,PRJNA517736,SAMN10843318,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308069,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_08_ITS1,PAIRED,PCR,GENOMIC,43,28,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305576,EA_PD_Ro_08,SRP182864
SRR8504143,AMPLICON,602,PRJNA517736,SAMN10843319,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308068,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_09_ITS1,PAIRED,PCR,GENOMIC,7,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305575,EA_PD_Ro_09,SRP182864
SRR8504144,AMPLICON,602,PRJNA517736,SAMN10843320,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308067,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_10_ITS1,PAIRED,PCR,GENOMIC,12,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305574,EA_PD_Ro_10,SRP182864
SRR8504145,AMPLICON,602,PRJNA517736,SAMN10843321,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308066,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_01_ITS1,PAIRED,PCR,GENOMIC,21,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305573,EA_PD_Soil_01,SRP182864
SRR8504146,AMPLICON,602,PRJNA517736,SAMN10843322,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308065,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_02_ITS1,PAIRED,PCR,GENOMIC,29,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305572,EA_PD_Soil_02,SRP182864
SRR8504147,AMPLICON,602,PRJNA517736,SAMN10843323,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308064,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_03_ITS1,PAIRED,PCR,GENOMIC,26,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305571,EA_PD_Soil_03,SRP182864
SRR8504148,AMPLICON,602,PRJNA517736,SAMN10843324,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308063,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_04_ITS1,PAIRED,PCR,GENOMIC,17,11,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305570,EA_PD_Soil_04,SRP182864
SRR8504149,AMPLICON,602,PRJNA517736,SAMN10843325,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308062,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_05_ITS1,PAIRED,PCR,GENOMIC,31,20,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305569,EA_PD_Soil_05,SRP182864
SRR8504150,AMPLICON,602,PRJNA517736,SAMN10843326,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308061,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_06_ITS1,PAIRED,PCR,GENOMIC,32,20,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305568,EA_PD_Soil_06,SRP182864
SRR8504151,AMPLICON,602,PRJNA517736,SAMN10843327,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308060,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_07_ITS1,PAIRED,PCR,GENOMIC,15,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305567,EA_PD_Soil_07,SRP182864
SRR8504152,AMPLICON,602,PRJNA517736,SAMN10843264,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308059,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,BLANK,Blank,1.258297 N 103.807229 E,EA_BLANK_02_ITS1,PAIRED,PCR,GENOMIC,8,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,BLANK,SRS4305566,EA_BLANK_02,SRP182864
SRR8504153,AMPLICON,602,PRJNA517736,SAMN10843265,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308058,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_06_ITS1,PAIRED,PCR,GENOMIC,19,12,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305565,EA_Sent_Rh_06,SRP182864
SRR8504154,AMPLICON,602,PRJNA517736,SAMN10843258,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308057,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,leaf,1.258297 N 103.807229 E,EA_Sent_Le_10_ITS1,PAIRED,PCR,GENOMIC,5,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305564,EA_Sent_Le_10,SRP182864
